机顶盒设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10037,20170703,精彩点,楚乔传(31)(高清),22:24:58,22:26:03,10811
10037,20170809,精彩点,龙拳天下(高清),22:00:36,22:10:32,10811
10037,20170910,精彩点,09月04日 神奇阿呦,19:24:33,19:32:57,10811
10037,20171005,热点专题,仙剑奇侠传三(05)(高清),22:03:23,22:46:08,10811
10037,20170915,精彩点,憨豆先生动画版 第二季(02)(高清),19:06:00,19:16:54,10811
10037,20170923,热点专题,仙剑奇侠传三(34)(高清),1:20:09,1:51:50,10811
10037,20170910,精彩点,08月30日 神奇阿呦(南方少儿),17:38:54,18:43:23,10811
10037,20171001,精彩点,07月23日 了不起的孩子 第二季：大S和仔仔世纪同台(高清),11:48:07,12:23:38,10811
10037,20170915,热点专题,仙剑奇侠传三(26)(高清),14:37:44,14:39:49,10811
10037,20170806,精彩点,浪花一朵朵(03)(高清),9:37:47,9:59:25,10811
10037,20170801,精彩点,何以笙箫默(高清),17:59:07,18:14:28,10811
10037,20170923,热点专题,仙剑奇侠传三(34)(高清),9:45:17,9:51:51,10811
10037,20170923,热点专题,仙剑奇侠传三(35)(高清),9:51:49,10:33:04,10811
10037,20170712,精彩点,三生三世十里桃花(35)(高清),10:48:31,10:49:32,10811
10037,20170722,精彩点,楚乔传(55)(高清),9:00:57,9:36:07,10811
10037,20170803,热点专题,唐人街探案(高清)(出其不意展现高级喜剧),14:18:53,16:29:26,10811
10037,20171006,热点专题,仙剑奇侠传三(12)(高清),12:50:10,13:02:55,10811
10037,20171006,热点专题,仙剑奇侠传三(20)(高清),16:48:34,17:09:10,10811
10037,20171006,精彩点,疯狂原始人(高清)(野人逗趣冒险记),14:47:14,14:57:31,10811
10037,20171006,热点专题,仙剑奇侠传三(14)(高清),14:46:05,14:47:15,10811
10037,20170909,精彩点,人间至味是清欢(36)(高清),13:57:35,14:14:16,10811
10037,20170915,精彩点,08月28日 西游记,16:34:54,17:17:26,10811
10040,20170906,院线大片,女间谍(高清),14:02:30,14:06:24,11239
10040,20170827,院线大片,【NEW】女间谍(高清)(“火辣尤物”爆笑救场),22:08:27,0:12:20,11239
10045,20170822,精彩点,醉玲珑(21)(高清),20:42:45,20:46:14,10177
10045,20170811,精彩点,醉玲珑(11)(高清),21:40:34,21:54:51,10177
10045,20170722,热点专题,唐人街探案(高清),13:03:01,14:50:03,10177
10045,20170701,精彩点,大军师司马懿之军师联盟(16)(高清),17:24:20,18:26:25,10177
10045,20170707,精彩点,楚乔传(28)(高清),19:19:53,19:41:40,10177
10045,20170914,精彩点,09月09日 非诚勿扰：邵逸凡留灯！真情表白“双面法官”终牵手(高清),18:29:42,18:37:01,10177
10045,20170803,精彩点,醉玲珑(03)(高清),18:35:42,19:24:26,10177
10045,20170716,精彩点,大军师司马懿之军师联盟(39)(高清),21:29:25,21:35:47,10177
10045,20170922,精彩点,那年花开月正圆(41)(高清),18:47:56,18:56:28,10177
10045,20170708,精彩点,楚乔传(29)(高清),18:09:55,18:16:49,10177
10045,20170827,精彩点,醉玲珑(28)(高清),21:01:07,21:42:58,10177
10045,20170814,精彩点,醉玲珑(13)(高清),18:30:45,18:58:06,10177
10045,20170905,精彩点,美丽笨女人(高清)(三个女人命运纠缠),18:25:55,18:47:40,10177
10045,20170731,精彩点,楚乔传(59)(高清),18:51:18,19:09:37,10177
10045,20171001,精彩点,猩球崛起(高清)(新兴猩星争霸战),13:10:35,13:11:46,10177
10045,20170729,精彩点,楚乔传(55)(高清),11:55:42,11:59:09,10177
10045,20170716,精彩点,楚乔传(31)(高清),15:36:48,16:10:48,10177
10045,20170918,精彩点,那年花开月正圆(22)(高清),19:47:55,21:18:50,10177
10045,20171022,精彩点,何所冬暖何所夏凉(03)(高清),17:38:21,18:05:08,10177
10045,20170728,精彩点,楚乔传(53)(高清),21:10:43,18:20:46,10177
10045,20170725,精彩点,楚乔传(43)(高清),18:28:12,18:45:30,10177
10045,20170803,精彩点,醉玲珑(01)(高清),21:43:56,18:25:22,10177
10045,20170918,精彩点,那年花开月正圆(24)(高清),21:18:57,21:22:08,10177
10045,20170705,精彩点,大军师司马懿之军师联盟(24)(高清),21:20:56,17:59:06,10177
10045,20170803,精彩点,醉玲珑(04)(高清),20:48:14,21:09:12,10177
10045,20170923,精彩点,白狐(高清),16:30:58,17:10:32,10177
10045,20170714,精彩点,我的前半生(12)(高清),19:13:35,19:20:38,10177
10045,20170710,精彩点,楚乔传(31)(高清),18:37:40,18:41:27,10177
10045,20170910,精彩点,醉玲珑(34)(高清),11:37:33,12:19:00,10177
10045,20170718,精彩点,大军师司马懿之军师联盟(39)(高清),18:12:32,18:17:28,10177
10045,20170811,精彩点,醉玲珑(10)(高清),19:00:28,19:34:11,10177
10045,20170807,精彩点,醉玲珑(06)(高清),19:38:32,19:43:06,10177
10045,20170710,精彩点,楚乔传(31)(高清),19:03:36,19:42:08,10177
10045,20170928,精彩点,那年花开月正圆(51)(高清),19:30:30,20:07:48,10177
10045,20170705,精彩点,楚乔传(25)(高清),19:34:13,21:25:26,10177
10045,20170722,精彩点,楚乔传(38)(高清),17:23:33,18:37:36,10177
10045,20170715,精彩点,大军师司马懿之军师联盟(41)(高清),16:20:55,16:40:22,10177
10051,20170819,精彩点,自然：深海猎豹(高清),11:48:48,14:10:51,11035
10051,20170806,热点专题,机动战士钢弹UC(高清),16:40:45,17:00:52,11035
10051,20170701,精彩点,美国队长3(高清),12:35:11,15:41:56,11035
10051,20170701,精彩点,美国队长3(高清),11:44:10,12:35:12,11035
10051,20170806,热点专题,青衣小怪物(K隆星人寄住地球),17:00:51,17:58:42,11035
10051,20170701,精彩点,美国队长3(高清)(英雄内战，你撑边队？),12:35:11,15:41:56,11035
10052,20170728,免费睇,变相怪杰,23:22:38,23:58:50,11231
10052,20170906,免费睇,石破天惊,22:41:25,7:09:57,11231
10054,20170708,免费睇,宝贝小猪麦2,13:36:03,13:40:41,10165
10054,20170708,免费睇,甜果学堂28期-超轻泥花瓶(高清),12:55:17,12:56:18,10165
10054,20170706,免费睇,怪兽大战外星人(3D),15:42:30,18:15:09,10165
10054,20170909,免费睇,侏罗纪公园Ⅰ,21:19:02,21:21:41,10165
10054,20170708,免费睇,阿甘正传(环绕声),20:16:34,23:10:18,10165
10055,20171001,精彩点,蜡笔小新：梦境世界大突击(高清),23:10:33,10:13:02,10179
10055,20171030,精彩点,那年花开月正圆(05)(高清),12:16:32,12:58:02,10179
10055,20170723,精彩点,我的前半生(24)(高清),21:22:31,21:36:54,10179
10055,20171029,精彩点,那年花开月正圆(04)(高清),16:10:15,16:36:18,10179
10055,20170922,精彩点,同盟(09),19:22:26,20:06:17,10179
10055,20170826,精彩点,大军师司马懿之军师联盟(16)(高清),20:24:22,21:06:22,10179
10055,20170924,精彩点,同盟(17),17:37:38,19:19:31,10179
10055,20171002,精彩点,使徒行者2(08),23:10:17,23:52:28,10179
10055,20170724,精彩点,我的前半生(24)(高清),21:36:52,19:20:18,10179
10055,20170924,精彩点,同盟(15),13:30:28,14:12:17,10179
10055,20171020,精彩点,使徒行者(03)(高清),20:57:24,21:41:08,10179
10055,20171029,精彩点,那年花开月正圆(03)(高清),0:28:44,10:09:24,10179
10055,20171029,精彩点,老表，毕业喇！(11),23:11:22,23:26:53,10179
10055,20170827,精彩点,大军师司马懿之军师联盟(21)(高清),9:53:49,10:38:27,10179
10055,20171028,精彩点,使徒行者2(29),17:22:02,17:42:10,10179
10055,20171029,精彩点,老表，毕业喇！(08),10:52:53,11:29:53,10179
10055,20170909,精彩点,大军师司马懿之军师联盟(32)(高清),19:00:22,19:42:07,10179
10055,20170924,精彩点,同盟(13)(高清),13:01:12,13:15:45,10179
10055,20170924,精彩点,同盟(11)(高清),11:58:12,12:19:04,10179
10055,20170810,精彩点,人民的名义(31)(高清),21:55:00,23:00:58,10179
10055,20171003,精彩点,嫁到这世界边端(01),17:30:16,17:33:46,10179
10055,20170808,精彩点,人民的名义(21)(高清),20:55:33,21:45:47,10179
10055,20171013,精彩点,10月08日 中国新歌声 第二季：年度总决赛 五强唱将鸟巢争冠(高清),10:33:43,12:53:29,10179
10055,20170924,精彩点,同盟(16)(高清),17:32:40,17:37:39,10179
10055,20170806,精彩点,人民的名义(14)(高清),10:51:52,11:39:21,10179
10055,20170807,精彩点,人民的名义(19)(高清),14:48:35,0:02:18,10179
10055,20170923,精彩点,同盟(11)(高清),12:12:47,12:55:29,10179
10055,20170806,精彩点,人民的名义(11)(高清),8:33:24,9:18:22,10179
10055,20171013,精彩点,使徒行者2(18),0:45:41,10:33:02,10179
10055,20171030,精彩点,那年花开月正圆(06)(高清),17:27:10,18:32:04,10179
10055,20171028,精彩点,那年花开月正圆(01)(高清),19:53:46,20:36:08,10179
10055,20170912,精彩点,大军师司马懿之军师联盟(42)(大结局)(高清),0:04:08,0:33:37,10179
10055,20170923,精彩点,同盟(14)(高清),17:02:51,17:45:54,10179
10055,20170827,精彩点,大军师司马懿之军师联盟(20)(高清),23:38:46,9:32:53,10179
10055,20170906,精彩点,09月03日 蒙面唱将猜猜猜 第二季：真假黄晓明难倒猜评团(高清),21:28:26,21:42:54,10179
10055,20170825,精彩点,大军师司马懿之军师联盟(11)(高清),21:26:12,21:28:20,10179
10055,20171006,精彩点,使徒行者2(12),11:20:36,12:00:52,10179
10055,20171021,精彩点,使徒行者(05)(高清),22:24:59,10:53:30,10179
10055,20170923,精彩点,同盟(12)(高清),12:55:28,13:10:16,10179
10055,20170921,精彩点,同盟(04),20:27:36,21:09:05,10179
10055,20170923,精彩点,阿凡达(声画调整)(高清),21:28:05,23:47:11,10179
10055,20171007,精彩点,使徒行者2(14),0:31:16,0:48:18,10179
10055,20170823,精彩点,大军师司马懿之军师联盟(01)(高清),19:47:58,19:55:31,10179
10055,20170824,精彩点,大军师司马懿之军师联盟(02)(高清),0:09:11,0:40:11,10179
10055,20170825,精彩点,大军师司马懿之军师联盟(09)(高清),20:26:38,20:31:03,10179
10055,20170824,精彩点,大军师司马懿之军师联盟(05)(高清),21:08:14,21:48:22,10179
10055,20170908,精彩点,大军师司马懿之军师联盟(27)(高清),23:10:03,23:51:08,10179
10055,20171003,精彩点,09月29日 中国新歌声 第二季：组内赛 子子张杰演绎绝美恋情(高清),18:20:11,22:33:51,10179
10055,20170809,精彩点,人民的名义(22)(高清),21:45:46,19:53:28,10179
10055,20170923,精彩点,同盟(12),12:55:28,13:10:16,10179
10055,20171026,精彩点,使徒行者2(25),23:06:36,23:51:44,10179
10055,20170825,精彩点,大军师司马懿之军师联盟(11)(高清),22:05:09,22:12:18,10179
10055,20170923,精彩点,同盟(13),14:57:02,17:02:45,10179
10055,20171004,热点专题,憨豆先生的黄金周(高清),9:53:09,10:34:17,10179
10055,20171002,精彩点,使徒行者2(07),13:02:21,22:11:21,10179
10055,20171031,精彩点,那年花开月正圆(07)(高清),18:32:03,1:41:58,10179
10055,20170824,精彩点,择天记(05)(高清),12:31:46,19:40:25,10179
10055,20170910,精彩点,大军师司马懿之军师联盟(37)(高清),0:32:29,1:18:33,10179
10055,20171019,精彩点,老表，毕业喇！(07),22:01:13,22:06:44,10179
10055,20170921,精彩点,同盟(06),21:56:40,23:20:13,10179
10055,20170924,精彩点,同盟(17)(高清),17:37:38,19:19:31,10179
10055,20170810,精彩点,人民的名义(26)(高清),23:07:49,19:07:51,10179
10055,20171001,精彩点,使徒行者2(01),11:04:07,11:11:05,10179
10055,20170910,精彩点,大军师司马懿之军师联盟(41)(高清),12:04:57,13:06:23,10179
10055,20170806,精彩点,人民的名义(16)(高清),12:28:45,13:17:48,10179
10055,20170806,精彩点,人民的名义(15)(高清),11:39:19,12:28:24,10179
10055,20170810,精彩点,人民的名义(29)(高清),20:40:03,21:24:08,10179
10055,20170826,精彩点,大军师司马懿之军师联盟(13)(高清),23:07:58,0:00:24,10179
10055,20170923,精彩点,同盟(13)(高清),13:24:11,14:57:03,10179
10055,20171007,精彩点,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),23:22:58,0:10:41,10179
10055,20171003,精彩点,09月29日 中国新歌声 第二季：组内赛 子子张杰演绎绝美恋情(高清),17:43:10,18:20:12,10179
10055,20171027,精彩点,使徒行者2(29),19:52:11,20:36:44,10179
10055,20171005,精彩点,使徒行者2(12),20:21:21,21:16:54,10179
10055,20170825,精彩点,大军师司马懿之军师联盟(11)(高清),21:29:47,22:05:10,10179
10055,20170726,精彩点,我的前半生(34)(高清),21:09:34,21:18:55,10179
10055,20171002,精彩点,使徒行者2(06),11:46:48,13:02:17,10179
10055,20171023,精彩点,使徒行者(05)(高清),19:25:57,19:55:09,10179
10055,20170809,精彩点,人民的名义(24)(高清),20:38:56,21:39:11,10179
10055,20171004,热点专题,憨豆先生的黄金周(高清)(异样?逋纠追？？,9:53:09,10:34:17,10179
10055,20171003,热点专题,驴得水(高清)(开心麻花，爆笑荒诞喜剧),17:35:52,17:43:11,10179
10055,20171001,精彩点,使徒行者2(04),14:49:50,15:58:25,10179
10055,20170802,精彩点,人民的名义(07)(高清),21:53:42,22:25:18,10179
10055,20170930,精彩点,哈尔的移动城堡(高清)(宫崎骏心中的仙境童话),22:14:13,22:20:02,10179
10055,20171003,精彩点,使徒行者2(10),0:33:56,13:52:01,10179
10055,20170922,精彩点,同盟(08)(高清),19:19:40,19:21:16,10179
10055,20171004,精彩点,使徒行者2(11),22:35:07,0:15:09,10179
10055,20171027,精彩点,10月08日 蒙面唱将猜猜猜 第二季：汪苏泷惊艳开口，大张伟都坐不住(高清),20:39:01,22:07:28,10179
10058,20170708,少儿乐园,05月05日 快乐大巴,8:12:35,8:18:20,10138
10058,20171021,精彩点,超时空男臣(12)(高清),11:16:58,12:06:47,10138
10058,20170708,精彩点,我的前半生(04)(高清),13:14:13,13:25:41,10138
10058,20171024,精彩点,超时空男臣(28),10:11:49,10:53:06,10138
10058,20170919,少儿乐园,托马斯和他的朋友们 第十五季(01),17:36:04,17:39:08,10138
10058,20171020,精彩点,超时空男臣(05),12:35:53,13:17:31,10138
10058,20170706,精彩点,罗密欧与朱丽叶(1996)(高清),10:53:26,11:02:03,10138
10058,20170708,少儿乐园,巧虎来啦(15),8:35:24,9:00:37,10138
10058,20170828,院线大片,【NEW】雄狮(国语版)(高清)(奥斯卡六项提名，“平民窟”男主寻亲路),9:57:59,12:00:00,10138
10058,20171009,少儿乐园,小老虎丹尼尔 第一季(中)(17),17:03:39,17:13:52,10138
10058,20170706,精彩点,罗密欧与朱丽叶(1996)(高清)(小李化身深情罗密欧),10:53:26,11:02:03,10138
10058,20171011,少儿乐园,巧虎来啦(14),17:35:53,17:58:51,10138
10058,20170723,精彩点,我的前半生(29)(高清),9:25:18,10:07:23,10138
10058,20170919,少儿乐园,如意酷宝之小神羊(02),17:51:24,18:02:05,10138
10058,20171009,少儿乐园,托马斯和他的朋友们 第十五季(17),17:13:51,17:23:41,10138
10058,20171021,少儿乐园,巧虎来啦(08),8:18:05,8:40:50,10138
10058,20171020,精彩点,超时空男臣(09),18:18:52,19:10:31,10138
10058,20171023,少儿乐园,小老虎丹尼尔 第一季(中)(22),18:17:02,21:41:33,10138
10058,20170821,今日上线,冰川鲨鱼(高清)(贪婪鲨鱼撞上海底裂缝),18:36:24,19:44:59,10138
10058,20170912,精彩点,那年花开月正圆(21)(高清),11:57:57,16:23:31,10138
10058,20171010,精彩点,10月08日 中国新歌声 第二季：年度总决赛 五强唱将鸟巢争冠(高清),17:18:51,17:35:08,10138
10058,20171023,精彩点,超时空男臣(22),9:47:53,10:08:00,10138
10058,20171021,精彩点,超时空男臣(11)(高清),11:01:37,11:16:59,10138
10058,20170813,少儿乐园,巧虎来啦(07),15:50:20,16:13:13,10138
10058,20170706,精彩点,见习警员白忆男之初来乍到(高清)(菜鸟女警，开挂破案),10:24:37,10:30:23,10138
10058,20170909,精彩点,那年花开月正圆(19)(高清),19:38:20,19:39:26,10138
10058,20171002,精彩点,那年花开月正圆(60)(高清),22:31:46,22:36:10,10138
10058,20171026,少儿乐园,小老虎丹尼尔 第一季(上)(10),17:50:59,19:31:02,10138
10058,20171021,精彩点,超时空男臣(13),12:06:46,12:48:50,10138
10058,20171018,少儿乐园,托马斯和他的朋友们 第十五季(08),19:00:01,19:10:39,10138
10058,20171018,热点专题,圣斗士星矢(02),11:41:23,12:04:49,10138
10058,20170901,少儿乐园,托马斯和他的朋友们 第十四季(14),17:02:57,17:13:51,10138
10058,20170930,少儿乐园,小猪佩奇 第四季(20),18:10:20,18:20:10,10138
10058,20170918,少儿乐园,巧虎来啦(11),19:30:02,20:14:48,10138
10058,20171025,少儿乐园,小老虎丹尼尔 第一季(中)(15),18:57:04,19:09:07,10138
10058,20170928,精彩点,那年花开月正圆(52)(高清),10:44:11,11:23:22,10138
10058,20170902,精彩点,进击吧闪电(04)(高清),11:29:18,11:30:58,10138
10058,20170709,少儿乐园,托马斯和他的朋友们 第十五季(20),11:12:44,11:24:12,10138
10058,20171002,少儿乐园,巧虎来啦(08),11:05:01,11:26:35,10138
10058,20170706,精彩点,06月17日 跨界歌王 第二季：谢娜说唱燃爆 江珊演绎《歌剧魅影》(高清),11:02:01,11:03:34,10138
10058,20170922,少儿乐园,巧虎来啦(06),9:47:57,10:09:36,10138
10058,20171011,精彩点,使徒行者2(03),11:27:06,12:15:49,10138
10058,20170928,少儿乐园,巧虎来啦(06),10:23:34,10:43:32,10138
10058,20171023,精彩点,超时空男臣(25),11:31:35,12:12:41,10138
10058,20171022,精彩点,超时空男臣(18),23:48:31,7:57:26,10138
10058,20171016,精彩点,10月13日 漂亮的房子：吴彦祖变“吴三岁”气昏唐艺昕(高清),11:38:01,11:59:41,10138
10058,20171021,少儿乐园,小老虎丹尼尔 第一季(上)(15),8:54:06,9:12:31,10138
10058,20170928,少儿乐园,小猪佩奇 第四季(12),19:25:41,19:30:59,10138
10058,20171007,精彩点,10月04日 中国新歌声 第二季：叶炫清再唱《从前慢》(高清),16:59:31,19:47:49,10138
10058,20171023,精彩点,超时空男臣(24),10:50:43,11:31:36,10138
10058,20170826,精彩点,人间至味是清欢(14)(高清),15:45:08,16:24:58,10138
10058,20171019,少儿乐园,小老虎丹尼尔 第一季(上)(17),19:23:52,19:37:34,10138
10058,20171021,精彩点,超时空男臣(14),12:48:49,13:30:51,10138
10058,20171021,精彩点,超时空男臣(11),9:12:57,11:01:38,10138
10058,20170913,少儿乐园,托马斯和他的朋友们 第十五季(13),10:24:25,10:34:02,10138
